CIRCUS NAME,VENUE NAME,ADDRESS,CITY,STATE,ZIP,COORDS,City / Area,STATE,Show Date
ESC,Winnipeg Convention Centre,375 York Ave,Winnipeg,MB,R3C 3J3,"49.89051645664878, -97.14547133073639",Winnipeg,MB,"Thursday, September 11, 2025"
ESC,Winnipeg Convention Centre,375 York Ave,Winnipeg,MB,R3C 3J3,"49.89051645664878, -97.14547133073639",Winnipeg,MB,"Friday, September 12, 2025"
ESC,Winnipeg Convention Centre,375 York Ave,Winnipeg,MB,R3C 3J3,"49.89051645664878, -97.14547133073639",Winnipeg,MB,"Saturday, September 13, 2025"
ESC,Winnipeg Convention Centre,375 York Ave,Winnipeg,MB,R3C 3J3,"49.89051645664878, -97.14547133073639",Winnipeg,MB,"Sunday, September 14, 2025"
ESC,Winnipeg Convention Centre,375 York Ave,Winnipeg,MB,R3C 3J3,"49.89051645664878, -97.14547133073639",Winnipeg,MB,"Monday, September 15, 2025"
ESC,Thunder Bay Community Auditorium,1 Paul Shaffer Dr,Thunder Bay,ON,P7B 3X5,"48.42122845906546, -89.25473044674998",Thunder Bay,ON,"Tuesday, September 16, 2025"
ESC,Thunder Bay Community Auditorium,1 Paul Shaffer Dr,Thunder Bay,ON,P7B 3X5,"48.42122845906546, -89.25473044674998",Thunder Bay,ON,"Wednesday, September 17, 2025"
ESC,Thunder Bay Community Auditorium,1 Paul Shaffer Dr,Thunder Bay,ON,P7B 3X5,"48.42122845906546, -89.25473044674998",Thunder Bay,ON,"Thursday, September 18, 2025"
ESC,Thunder Bay Community Auditorium,1 Paul Shaffer Dr,Thunder Bay,ON,P7B 3X5,"48.42122845906546, -89.25473044674998",Thunder Bay,ON,"Friday, September 19, 2025"
ESC,Thunder Bay Community Auditorium,1 Paul Shaffer Dr,Thunder Bay,ON,P7B 3X5,"48.42122845906546, -89.25473044674998",Thunder Bay,ON,"Saturday, September 20, 2025"
ESC,Thunder Bay Community Auditorium,1 Paul Shaffer Dr,Thunder Bay,ON,P7B 3X5,"48.42122845906546, -89.25473044674998",Thunder Bay,ON,"Sunday, September 21, 2025"
ESC,Thunder Bay Community Auditorium,1 Paul Shaffer Dr,Thunder Bay,ON,P7B 3X5,"48.42122845906546, -89.25473044674998",Thunder Bay,ON,"Monday, September 22, 2025"
ESC,Sudbury Community Arena,240 Elgin St,Sudbury,ON,P3E 3N2,"46.49099947855881, -80.99531394674996",Sudbury,ON,"Tuesday, September 23, 2025"
ESC,Sudbury Community Arena,240 Elgin St,Sudbury,ON,P3E 3N2,"46.49099947855881, -80.99531394674996",Sudbury,ON,"Wednesday, September 24, 2025"
ESC,Sudbury Community Arena,240 Elgin St,Sudbury,ON,P3E 3N2,"46.49099947855881, -80.99531394674996",Sudbury,ON,"Thursday, September 25, 2025"
ESC,Sudbury Community Arena,240 Elgin St,Sudbury,ON,P3E 3N2,"46.49099947855881, -80.99531394674996",Sudbury,ON,"Friday, September 26, 2025"
ESC,Sudbury Community Arena,240 Elgin St,Sudbury,ON,P3E 3N2,"46.49099947855881, -80.99531394674996",Sudbury,ON,"Saturday, September 27, 2025"
ESC,Sudbury Community Arena,240 Elgin St,Sudbury,ON,P3E 3N2,"46.49099947855881, -80.99531394674996",Sudbury,ON,"Sunday, September 28, 2025"
ESC,Sudbury Community Arena,240 Elgin St,Sudbury,ON,P3E 3N2,"46.49099947855881, -80.99531394674996",Sudbury,ON,"Monday, September 29, 2025"
ESC,Markham Fairgrounds,10801 McCowan Rd,Markham,ON,L3P 3J3,"43.92018849285, -79.322628628684",Markham,ON,"Tuesday, September 30, 2025"
